hgnc_id	symbol	name	entrez_id	ensembl_gene_id	uniprot_ids
HGNC:16960	LBX1	ladybird homeobox 1	10660	ENSG00000138136	P52954
HGNC:48678	LBX1-AS1	LBX1 antisense RNA 1	399806	ENSG00000227128	
HGNC:15525	LBX2	ladybird homeobox 2	85474	ENSG00000179528	Q6XYB7
HGNC:25136	LBX2-AS1	LBX2 antisense RNA 1	151534	ENSG00000257702	
HGNC:31923	LCA5	lebercilin LCA5	167691	ENSG00000135338	Q86VQ0
HGNC:1255	LCA5L	lebercilin LCA5 like	150082	ENSG00000157578	O95447
HGNC:25837	LCAL1	lung cancer associated lncRNA 1	80078	ENSG00000286042	
HGNC:6522	LCAT	lecithin-cholesterol acyltransferase	3931	ENSG00000213398	P04180
HGNC:44308	LCDR	lysosome cell death regulator	100270804	ENSG00000273148	
HGNC:29459	LCE1A	late cornified envelope 1A	353131	ENSG00000186844	Q5T7P2
HGNC:16611	LCE1B	late cornified envelope 1B	353132	ENSG00000196734	Q5T7P3
HGNC:29464	LCE1C	late cornified envelope 1C	353133	ENSG00000197084	Q5T751
HGNC:29465	LCE1D	late cornified envelope 1D	353134	ENSG00000172155	Q5T752
HGNC:29466	LCE1E	late cornified envelope 1E	353135	ENSG00000186226	Q5T753
HGNC:29467	LCE1F	late cornified envelope 1F	353137	ENSG00000240386	Q5T754
HGNC:29469	LCE2A	late cornified envelope 2A	353139	ENSG00000187173	Q5TA79
HGNC:16610	LCE2B	late cornified envelope 2B	26239	ENSG00000159455	O14633
HGNC:29460	LCE2C	late cornified envelope 2C	353140	ENSG00000187180	Q5TA81
HGNC:16518	LCE2D	late cornified envelope 2D	353141	ENSG00000187223	Q5TA82
HGNC:29461	LCE3A	late cornified envelope 3A	353142	ENSG00000185962	Q5TA76
HGNC:29462	LCE3B	late cornified envelope 3B	353143	ENSG00000187238	Q5TA77
HGNC:16612	LCE3C	late cornified envelope 3C	353144	ENSG00000244057	Q5T5A8
HGNC:16615	LCE3D	late cornified envelope 3D	84648	ENSG00000163202	Q9BYE3
HGNC:29463	LCE3E	late cornified envelope 3E	353145	ENSG00000185966	Q5T5B0
HGNC:16613	LCE4A	late cornified envelope 4A	199834	ENSG00000187170	Q5TA78
HGNC:16614	LCE5A	late cornified envelope 5A	254910	ENSG00000186207	Q5TCM9
HGNC:31824	LCE6A	late cornified envelope 6A	448835	ENSG00000235942	A0A183
HGNC:55921	LCE7A	late cornified envelope 7A	122526777	ENSG00000285946	P0DV60
HGNC:31806	LCEP1	late cornified envelope pseudogene 1	450208	ENSG00000233819	
HGNC:31807	LCEP2	late cornified envelope pseudogene 2	450209	ENSG00000229713	
HGNC:31809	LCEP3	late cornified envelope pseudogene 3	450211	ENSG00000285753	
HGNC:31808	LCEP4	late cornified envelope pseudogene 4	450210	ENSG00000226947	
HGNC:56346	LCIIAR	lung cancer immune cell infiltration associated lncRNA	100130111	ENSG00000256802	
HGNC:6524	LCK	LCK proto-oncogene, Src family tyrosine kinase	3932	ENSG00000182866	P06239
HGNC:26756	LCLAT1	lysocardiolipin acyltransferase 1	253558	ENSG00000172954	Q6UWP7
HGNC:17557	LCMT1	leucine carboxyl methyltransferase 1	51451	ENSG00000205629	Q9UIC8
HGNC:51177	LCMT1-AS1	LCMT1 antisense RNA 1	102723510	ENSG00000260448	
HGNC:51178	LCMT1-AS2	LCMT1 antisense RNA 2	100506655	ENSG00000260034	
HGNC:58368	LCMT1P1	LCMT1 pseudogene 1	554206	ENSG00000291179	
HGNC:17558	LCMT2	leucine carboxyl methyltransferase 2	9836	ENSG00000168806	O60294
HGNC:6525	LCN1	lipocalin 1	3933	ENSG00000160349	P31025
HGNC:23412	LCN1P1	lipocalin 1 pseudogene 1	286310	ENSG00000119440	Q5VSP4
HGNC:23680	LCN1P2	lipocalin 1 pseudogene 2	653163	ENSG00000204031	
HGNC:6526	LCN2	lipocalin 2	3934	ENSG00000148346	P80188
HGNC:17337	LCN6	lipocalin 6	158062	ENSG00000267206	P62502
HGNC:27038	LCN8	lipocalin 8	138307	ENSG00000204001	Q6JVE9
HGNC:17442	LCN9	lipocalin 9	392399	ENSG00000148386	Q8WX39
HGNC:20892	LCN10	lipocalin 10	414332	ENSG00000187922	Q6JVE6
HGNC:28733	LCN12	lipocalin 12	286256	ENSG00000184925	Q6JVE5
HGNC:33777	LCN15	lipocalin 15	389812	ENSG00000177984	Q6UWW0
HGNC:34436	LCNL1	lipocalin like 1	401562	ENSG00000214402	Q6ZST4
HGNC:29503	LCOR	ligand dependent nuclear receptor corepressor	84458	ENSG00000196233	Q96JN0
HGNC:30776	LCORL	ligand dependent nuclear receptor corepressor like	254251	ENSG00000178177	Q8N3X6
HGNC:56426	LCORLP1	LCORL pseudogene 1	127379700	ENSG00000240568	
HGNC:6528	LCP1	lymphocyte cytosolic protein 1	3936	ENSG00000136167	P13796
HGNC:6529	LCP2	lymphocyte cytosolic protein 2	3937	ENSG00000043462	Q13094
HGNC:6530	LCT	lactase	3938	ENSG00000115850	P09848
HGNC:40337	LCT-AS1	LCT antisense RNA 1	100507600	ENSG00000226806	
HGNC:15583	LCTL	lactase like	197021	ENSG00000188501	Q6UWM7
HGNC:30136	LDAF1	lipid droplet assembly factor 1	57146	ENSG00000011638	Q96B96
HGNC:26145	LDAH	lipid droplet associated hydrolase	60526	ENSG00000118961	Q9H6V9
HGNC:6532	LDB1	LIM domain binding 1	8861	ENSG00000198728	Q86U70
HGNC:6533	LDB2	LIM domain binding 2	9079	ENSG00000169744	O43679
HGNC:15710	LDB3	LIM domain binding 3	11155	ENSG00000122367	O75112
HGNC:49677	LDC1P	leucine decarboxylase 1, pseudogene	149086	ENSG00000260386	
HGNC:6535	LDHA	lactate dehydrogenase A	3939	ENSG00000134333	P00338
HGNC:28335	LDHAL6A	lactate dehydrogenase A like 6A	160287	ENSG00000166800	Q6ZMR3
HGNC:21481	LDHAL6B	lactate dehydrogenase A like 6B	92483	ENSG00000171989	Q9BYZ2
HGNC:39423	LDHAL6CP	lactate dehydrogenase A like 6C, pseudogene	121498	ENSG00000250517	
HGNC:44239	LDHAL6DP	lactate dehydrogenase A like 6D, pseudogene	100420508	ENSG00000250257	
HGNC:44241	LDHAL6EP	lactate dehydrogenase A like 6E, pseudogene	100420462	ENSG00000270098	
HGNC:44240	LDHAL6FP	lactate dehydrogenase A like 6F, pseudogene	100420477	ENSG00000217783	
HGNC:6536	LDHAP1	lactate dehydrogenase A pseudogene 1	3940	ENSG00000251587	
HGNC:6537	LDHAP2	lactate dehydrogenase A pseudogene 2	100190799	ENSG00000235674	
HGNC:6538	LDHAP3	lactate dehydrogenase A pseudogene 3	442013	ENSG00000236090	
HGNC:6539	LDHAP4	lactate dehydrogenase A pseudogene 4	158222	ENSG00000214110	
HGNC:6540	LDHAP5	lactate dehydrogenase A pseudogene 5	729666	ENSG00000213574	
HGNC:23144	LDHAP7	lactate dehydrogenase A pseudogene 7	100190800	ENSG00000235847	
HGNC:6541	LDHB	lactate dehydrogenase B	3945	ENSG00000111716	P07195
HGNC:6542	LDHBP1	lactate dehydrogenase B pseudogene 1	100289475	ENSG00000232662	
HGNC:6543	LDHBP2	lactate dehydrogenase B pseudogene 2	3947	ENSG00000213684	
HGNC:39136	LDHBP3	lactate dehydrogenase B pseudogene 3	100129283	ENSG00000248950	
HGNC:6544	LDHC	lactate dehydrogenase C	3948	ENSG00000166796	P07864
HGNC:19708	LDHD	lactate dehydrogenase D	197257	ENSG00000166816	Q86WU2
HGNC:6547	LDLR	low density lipoprotein receptor	3949	ENSG00000130164	P01130
HGNC:54407	LDLR-AS1	LDLR antisense RNA 1	115271120		
HGNC:32069	LDLRAD1	low density lipoprotein receptor class A domain containing 1	388633	ENSG00000203985	Q5T700
HGNC:32071	LDLRAD2	low density lipoprotein receptor class A domain containing 2	401944	ENSG00000187942	Q5SZI1
HGNC:27046	LDLRAD3	low density lipoprotein receptor class A domain containing 3	143458	ENSG00000179241	Q86YD5
HGNC:1224	LDLRAD4	low density lipoprotein receptor class A domain containing 4	753	ENSG00000168675	O15165
HGNC:48592	LDLRAD4-AS1	LDLRAD4 antisense RNA 1	100288122	ENSG00000267690	
HGNC:58069	LDLRAD4-AS2	LDLRAD4 antisense RNA 2	137233469	ENSG00000266954	
HGNC:58589	LDLRAD4-AS3	LDLRAD4 antisense RNA 3	124904256	ENSG00000267694	
HGNC:18640	LDLRAP1	low density lipoprotein receptor adaptor protein 1	26119	ENSG00000157978	Q5SW96
HGNC:6548	LDOC1	LDOC1 regulator of NFKB signaling	23641	ENSG00000182195	O95751
HGNC:29571	LEAP2	liver enriched antimicrobial peptide 2	116842	ENSG00000164406	Q969E1
HGNC:6550	LECT2	leukocyte cell derived chemotaxin 2	3950	ENSG00000145826	O14960
HGNC:6551	LEF1	lymphoid enhancer binding factor 1	51176	ENSG00000138795	Q9UJU2
HGNC:40339	LEF1-AS1	LEF1 antisense RNA 1	641518	ENSG00000232021	
HGNC:6552	LEFTY1	left-right determination factor 1	10637	ENSG00000243709	O75610
HGNC:3122	LEFTY2	left-right determination factor 2	7044	ENSG00000143768	O00292
HGNC:55878	LEFTY3P	left-right determination factor 3, pseudogene	286754	ENSG00000234112	
HGNC:55264	LEISA1	lncRNA enhancing IL-6/STAT3 signaling activation 1	100126784	ENSG00000270607	
HGNC:33765	LEKR1	leucine, glutamate and lysine rich 1	389170	ENSG00000197980	Q6ZMV7
HGNC:32046	LELP1	late cornified envelope like proline rich 1	149018	ENSG00000203784	Q5T871
HGNC:18725	LEMD1	LEM domain containing 1	93273	ENSG00000186007	Q68G75
HGNC:44132	LEMD1-AS1	LEMD1 antisense RNA 1	284576	ENSG00000226235	
HGNC:27631	LEMD1-DT	LEMD1 divergent transcript	284577	ENSG00000224717	
HGNC:21244	LEMD2	LEM domain nuclear envelope protein 2	221496	ENSG00000161904	Q8NC56
HGNC:28887	LEMD3	LEM domain containing 3	23592	ENSG00000174106	Q9Y2U8
HGNC:14429	LENEP	lens epithelial protein	55891	ENSG00000163352	Q9Y5L5
HGNC:15502	LENG1	leukocyte receptor cluster member 1	79165	ENSG00000105617	Q96BZ8
HGNC:15500	LENG8	leukocyte receptor cluster member 8	114823	ENSG00000167615	Q96PV6
HGNC:40705	LENG8-AS1	LENG8 antisense RNA 1	104355426	ENSG00000226696	
HGNC:16306	LENG9	leukocyte receptor cluster member 9	94059	ENSG00000275183	Q96B70
HGNC:30401	LEO1	LEO1 component of Paf1/RNA polymerase II complex	123169	ENSG00000166477	Q8WVC0
HGNC:6553	LEP	leptin	3952	ENSG00000174697	P41159
HGNC:6554	LEPR	leptin receptor	3953	ENSG00000116678	P48357
HGNC:29477	LEPROT	leptin receptor overlapping transcript	54741	ENSG00000213625	O15243
HGNC:6555	LEPROTL1	leptin receptor overlapping transcript like 1	23484	ENSG00000104660	O95214
HGNC:51182	LERFS	lncRNA negative regulator of fibroblast-like synoviocyte migration, SYNCRIP interacting	403323	ENSG00000234665	
HGNC:6556	LETM1	leucine zipper and EF-hand containing transmembrane protein 1	3954	ENSG00000168924	O95202
HGNC:14649	LETM1P1	leucine zipper and EF-hand containing transmembrane protein 1 pseudogene 1	390597		
HGNC:33985	LETM1P2	leucine zipper and EF-hand containing transmembrane protein 1 pseudogene 2	100131934	ENSG00000268660	
HGNC:33986	LETM1P3	leucine zipper and EF-hand containing transmembrane protein 1 pseudogene 3	100151646		
HGNC:14648	LETM2	leucine zipper and EF-hand containing transmembrane protein 2	137994	ENSG00000165046	Q2VYF4
HGNC:24241	LETMD1	LETM1 domain containing 1	25875	ENSG00000050426	Q6P1Q0
HGNC:49597	LETR1	lymphatic endothelial transcriptional regulator lncRNA 1	400456	ENSG00000248441	
HGNC:31953	LEUTX	leucine twenty homeobox	342900	ENSG00000213921	A8MZ59
HGNC:6560	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	3955	ENSG00000106003	Q8NES3
HGNC:6561	LGALS1	galectin 1	3956	ENSG00000100097	P09382
HGNC:6562	LGALS2	galectin 2	3957	ENSG00000100079	P05162
HGNC:6563	LGALS3	galectin 3	3958	ENSG00000131981	P17931
HGNC:6564	LGALS3BP	galectin 3 binding protein	3959	ENSG00000108679	Q08380
HGNC:6565	LGALS4	galectin 4	3960	ENSG00000171747	P56470
HGNC:6568	LGALS7	galectin 7	3963	ENSG00000205076	P47929
HGNC:34447	LGALS7B	galectin 7B	653499	ENSG00000178934	P47929
HGNC:6569	LGALS8	galectin 8	3964	ENSG00000116977	O00214
HGNC:40340	LGALS8-AS1	LGALS8 antisense RNA 1	100287902	ENSG00000223776	
HGNC:6570	LGALS9	galectin 9	3965	ENSG00000168961	O00182
HGNC:24842	LGALS9B	galectin 9B	284194	ENSG00000170298	Q3B8N2
HGNC:33874	LGALS9C	galectin 9C	654346	ENSG00000171916	Q6DKI2
HGNC:49896	LGALS9DP	galectin 9D, pseudogene	645754	ENSG00000266786	
HGNC:15788	LGALS12	galectin 12	85329	ENSG00000133317	Q96DT0
HGNC:15449	LGALS13	galectin 13	29124	ENSG00000105198	Q9UHV8
HGNC:30054	LGALS14	galectin 14	56891	ENSG00000006659	Q8TCE9
HGNC:40039	LGALS16	galectin 16	148003	ENSG00000249861	A8MUM7
HGNC:25012	LGALSL	galectin like	29094	ENSG00000119862	Q3ZCW2
HGNC:53951	LGALSL-DT	LGALSL divergent transcript	105374771	ENSG00000223935	
HGNC:6572	LGI1	leucine rich glioma inactivated 1	9211	ENSG00000108231	O95970
HGNC:18710	LGI2	leucine rich repeat LGI family member 2	55203	ENSG00000153012	Q8N0V4
HGNC:18711	LGI3	leucine rich repeat LGI family member 3	203190	ENSG00000168481	Q8N145
HGNC:18712	LGI4	leucine rich repeat LGI family member 4	163175	ENSG00000153902	Q8N135
HGNC:9472	LGMN	legumain	5641	ENSG00000100600	Q99538
HGNC:23079	LGMNP1	legumain pseudogene 1	122199	ENSG00000214269	
HGNC:13299	LGR4	leucine rich repeat containing G protein-coupled receptor 4	55366	ENSG00000205213	Q9BXB1
HGNC:40629	LGR4-AS1	LGR4 antisense RNA 1	105376671	ENSG00000254862	
HGNC:4504	LGR5	leucine rich repeat containing G protein-coupled receptor 5	8549	ENSG00000139292	O75473
HGNC:19719	LGR6	leucine rich repeat containing G protein-coupled receptor 6	59352	ENSG00000133067	Q9HBX8
HGNC:21016	LGSN	lengsin, lens protein with glutamine synthetase domain	51557	ENSG00000146166	Q5TDP6
HGNC:39494	LGTN	ligatin	100529141		
HGNC:6584	LHB	luteinizing hormone subunit beta	3972	ENSG00000104826	P01229
HGNC:6585	LHCGR	luteinizing hormone/choriogonadotropin receptor	3973	ENSG00000138039	P22888
HGNC:6587	LHFPL1	LHFPL tetraspan subfamily member 1	340596	ENSG00000182508	Q86WI0
HGNC:6588	LHFPL2	LHFPL tetraspan subfamily member 2	10184	ENSG00000145685	Q6ZUX7
HGNC:6589	LHFPL3	LHFPL tetraspan subfamily member 3	375612	ENSG00000187416	Q86UP9
HGNC:40341	LHFPL3-AS1	LHFPL3 antisense RNA 1	645591	ENSG00000226869	
HGNC:29568	LHFPL4	LHFPL tetraspan subfamily member 4	375323	ENSG00000156959	Q7Z7J7
HGNC:21253	LHFPL5	LHFPL tetraspan subfamily member 5	222662	ENSG00000197753	Q8TAF8
HGNC:6586	LHFPL6	LHFPL tetraspan subfamily member 6	10186	ENSG00000183722	Q9Y693
HGNC:33725	LHFPL7	LHFPL tetraspan subfamily member 7	255349	ENSG00000206069	Q6ICI0
HGNC:30042	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	64077	ENSG00000107902	Q9H008
HGNC:6593	LHX1	LIM homeobox 1	3975	ENSG00000273706	P48742
HGNC:53778	LHX1-DT	LHX1 divergent transcript	102723471	ENSG00000277268	
HGNC:6594	LHX2	LIM homeobox 2	9355	ENSG00000106689	P50458
HGNC:56163	LHX2-AS1	LHX2 antisense RNA 1	100505588	ENSG00000236668	
HGNC:6595	LHX3	LIM homeobox 3	8022	ENSG00000107187	Q9UBR4
HGNC:21734	LHX4	LIM homeobox 4	89884	ENSG00000121454	Q969G2
HGNC:40982	LHX4-AS1	LHX4 antisense RNA 1	100527964		
HGNC:14216	LHX5	LIM homeobox 5	64211	ENSG00000089116	Q9H2C1
HGNC:49570	LHX5-AS1	LHX5 antisense RNA 1	104355219	ENSG00000257935	
HGNC:21735	LHX6	LIM homeobox 6	26468	ENSG00000106852	Q9UPM6
HGNC:28838	LHX8	LIM homeobox 8	431707	ENSG00000162624	Q68G74
HGNC:41213	LHX8-AS1	LHX8 antisense RNA 1	131216852	ENSG00000224149	
HGNC:14222	LHX9	LIM homeobox 9	56956	ENSG00000143355	Q9NQ69
HGNC:16429	LIAS	lipoic acid synthetase	11019	ENSG00000121897	O43766
HGNC:33800	LIAT1	ligand of ATE1	400566	ENSG00000187624	Q6ZQX7
HGNC:6596	LIF	LIF interleukin 6 family cytokine	3976	ENSG00000128342	P15018
HGNC:53473	LIF-AS1	LIF antisense RNA 1	110806283	ENSG00000232530	
HGNC:28298	LIF-AS2	LIF antisense RNA 2	91370	ENSG00000268812	
HGNC:6597	LIFR	LIF receptor subunit alpha	3977	ENSG00000113594	P42702
HGNC:43600	LIFR-AS1	LIFR antisense RNA 1	100506495	ENSG00000244968	
HGNC:6598	LIG1	DNA ligase 1	3978	ENSG00000105486	P18858
HGNC:58602	LIG1-AS1	LIG1 antisense RNA 1	107985293	ENSG00000269321	
HGNC:6600	LIG3	DNA ligase 3	3980	ENSG00000005156	P49916
HGNC:6601	LIG4	DNA ligase 4	3981	ENSG00000174405	P49917
HGNC:6602	LILRA1	leukocyte immunoglobulin like receptor A1	11024	ENSG00000104974	O75019
HGNC:6603	LILRA2	leukocyte immunoglobulin like receptor A2	11027	ENSG00000239998	Q8N149
HGNC:56565	LILRA2P1	LILRA2 pseudogene 1	100422604	ENSG00000277143	
HGNC:6604	LILRA3	leukocyte immunoglobulin like receptor A3	11026		Q8N6C8
HGNC:15503	LILRA4	leukocyte immunoglobulin like receptor A4	23547	ENSG00000239961	P59901
HGNC:16309	LILRA5	leukocyte immunoglobulin like receptor A5	353514	ENSG00000187116	A6NI73
HGNC:15495	LILRA6	leukocyte immunoglobulin like receptor A6	79168	ENSG00000244482	Q6PI73
HGNC:6605	LILRB1	leukocyte immunoglobulin like receptor B1	10859	ENSG00000104972	Q8NHL6
HGNC:53114	LILRB1-AS1	LILRB1 antisense RNA 1	109729136	ENSG00000224730	
HGNC:6606	LILRB2	leukocyte immunoglobulin like receptor B2	10288	ENSG00000131042	Q8N423
HGNC:6607	LILRB3	leukocyte immunoglobulin like receptor B3	11025	ENSG00000204577	O75022
HGNC:6608	LILRB4	leukocyte immunoglobulin like receptor B4	11006	ENSG00000186818	Q8NHJ6
HGNC:6609	LILRB5	leukocyte immunoglobulin like receptor B5	10990	ENSG00000105609	O75023
HGNC:15496	LILRP1	leukocyte immunoglobulin-like receptor pseudogene 1	79167	ENSG00000186152	
HGNC:15497	LILRP2	leukocyte immunoglobulin-like receptor pseudogene 2	79166	ENSG00000170858	
HGNC:6610	LIM2	lens intrinsic membrane protein 2	3982	ENSG00000105370	P55344
HGNC:56004	LIM2-AS1	LIM2 and SIGLEC10 antisense RNA 1	105372446	ENSG00000268889	
HGNC:24636	LIMA1	LIM domain and actin binding 1	51474	ENSG00000050405	Q9UHB6
HGNC:56357	LIMASI	lncRNA inflammatory and mucous response associated, antisense to ICAM1	105372272	ENSG00000266978	
HGNC:29191	LIMCH1	LIM and calponin homology domains 1	22998	ENSG00000064042	Q9UPQ0
HGNC:58416	LIMCH1-AS1	LIMCH1 antisense RNA 1	105374421	ENSG00000249216	
HGNC:6612	LIMD1	LIM domain containing 1	8994	ENSG00000144791	Q9UGP4
HGNC:44107	LIMD1-AS1	LIMD1 antisense RNA 1	644714	ENSG00000230530	
HGNC:28142	LIMD2	LIM domain containing 2	80774	ENSG00000136490	Q9BT23
HGNC:26016	LIME1	Lck interacting transmembrane adaptor 1	54923	ENSG00000203896	Q9H400
HGNC:6613	LIMK1	LIM domain kinase 1	3984	ENSG00000106683	P53667
HGNC:6614	LIMK2	LIM domain kinase 2	3985	ENSG00000182541	P53671
HGNC:54893	LIMK2P1	LIMK2 pseudogene 1	139952	ENSG00000223418	
HGNC:6616	LIMS1	LIM zinc finger domain containing 1	3987	ENSG00000169756	P48059
HGNC:40342	LIMS1-AS1	LIMS1 antisense RNA 1	106182118	ENSG00000228763	
HGNC:16084	LIMS2	LIM zinc finger domain containing 2	55679	ENSG00000072163	Q7Z4I7
HGNC:30047	LIMS3	LIM zinc finger domain containing 3	96626	ENSG00000256977	P0CW19
HGNC:39941	LIMS4	LIM zinc finger domain containing 4	100288695	ENSG00000256671	P0CW20
HGNC:17787	LIN7A	lin-7 cell polarity scaffold A	8825	ENSG00000111052	O14910
HGNC:17788	LIN7B	lin-7 cell polarity scaffold B	64130	ENSG00000104863	Q9HAP6
HGNC:17789	LIN7C	lin-7 cell polarity scaffold C	55327	ENSG00000148943	Q9NUP9
HGNC:30830	LIN9	lin-9 DREAM MuvB core complex component	286826	ENSG00000183814	Q5TKA1
HGNC:15986	LIN28A	lin-28 RNA binding posttranscriptional regulator A	79727	ENSG00000131914	Q9H9Z2
HGNC:38055	LIN28AP1	LIN28A pseudogene 1	129402	ENSG00000213120	
HGNC:38056	LIN28AP2	LIN28A pseudogene 2	100287388	ENSG00000228473	
HGNC:38057	LIN28AP3	LIN28A pseudogene 3	441940	ENSG00000271397	
HGNC:32207	LIN28B	lin-28 RNA binding posttranscriptional regulator B	389421	ENSG00000187772	Q6ZN17
HGNC:21553	LIN28B-AS1	LIN28B antisense RNA 1	100113403	ENSG00000203809	
HGNC:33234	LIN37	lin-37 DREAM MuvB core complex component	55957	ENSG00000267796	Q96GY3
HGNC:19856	LIN52	lin-52 DREAM MuvB core complex component	91750	ENSG00000205659	Q52LA3
HGNC:25397	LIN54	lin-54 DREAM MuvB core complex component	132660	ENSG00000189308	Q6MZP7
HGNC:49686	LINC-ADAIN	long intergenic non-coding adipose anti-inflammatory	102800446	ENSG00000281769	
HGNC:26885	LINC-PINT	long intergenic non-protein coding RNA, p53 induced transcript	378805	ENSG00000231721	A0A455ZAR2
HGNC:43773	LINC-ROR	long intergenic non-protein coding RNA, regulator of reprogramming	100885779	ENSG00000258609	
HGNC:16224	LINC00028	long intergenic non-protein coding RNA 28	140875	ENSG00000233354	
HGNC:16184	LINC00029	long intergenic non-protein coding RNA 29	100144596	ENSG00000125514	
HGNC:32028	LINC00051	long intergenic non-protein coding RNA 51	619434	ENSG00000254008	
HGNC:26455	LINC00052	long intergenic non-protein coding RNA 52	145978	ENSG00000259527	Q96N35
HGNC:31408	LINC00092	long intergenic non-protein coding RNA 92	100188953	ENSG00000225194	
HGNC:30470	LINC00102	long intergenic non-protein coding RNA 102	100359394	ENSG00000230542	
HGNC:31843	LINC00106	long intergenic non-protein coding RNA 106	751580	ENSG00000236871	
HGNC:1262	LINC00111	long intergenic non-protein coding RNA 111	54090	ENSG00000227702	
HGNC:1263	LINC00112	long intergenic non-protein coding RNA 112	54089	ENSG00000232401	
HGNC:1264	LINC00113	long intergenic non-protein coding RNA 113	54088	ENSG00000225298	
HGNC:1265	LINC00114	long intergenic non-protein coding RNA 114	400866	ENSG00000223806	Q6XXX2
HGNC:26211	LINC00115	long intergenic non-protein coding RNA 115	79854	ENSG00000225880	
HGNC:1283	LINC00158	long intergenic non-protein coding RNA 158	54072	ENSG00000185433	P58513
HGNC:1285	LINC00159	long intergenic non-protein coding RNA 159	100551499	ENSG00000230323	
HGNC:1294	LINC00160	long intergenic non-protein coding RNA 160	54064	ENSG00000230978	
HGNC:17138	LINC00161	long intergenic non-protein coding RNA 161	118421	ENSG00000226935	
HGNC:33165	LINC00163	long intergenic non-protein coding RNA 163	727699	ENSG00000234880	
HGNC:33166	LINC00165	long intergenic non-protein coding RNA 165	727701	ENSG00000261706	
HGNC:33791	LINC00173	long intergenic non-protein coding RNA 173	100287569	ENSG00000196668	Q6ZV60
HGNC:27788	LINC00174	long intergenic non-protein coding RNA 174	285908	ENSG00000179406	
HGNC:37192	LINC00184	long intergenic non-protein coding RNA 184	100302691	ENSG00000224939	
HGNC:18461	LINC00189	long intergenic non-protein coding RNA 189	193629	ENSG00000215533	
HGNC:30974	LINC00200	long intergenic non-protein coding RNA 200	399706	ENSG00000229205	
HGNC:16420	LINC00205	long intergenic non-protein coding RNA 205	642852	ENSG00000223768	
HGNC:37255	LINC00207	long intergenic non-protein coding RNA 207	388910	ENSG00000187012	
HGNC:15535	LINC00208	long intergenic non-protein coding RNA 208	83655	ENSG00000170983	Q96KT6
HGNC:37458	LINC00210	long intergenic non-protein coding RNA 210	100885798	ENSG00000231814	
HGNC:20191	LINC00216	long intergenic non-protein coding RNA 216	55451	ENSG00000279636	
HGNC:20169	LINC00221	long intergenic non-protein coding RNA 221	338005	ENSG00000270816	
HGNC:21560	LINC00222	long intergenic non-protein coding RNA 222	387111	ENSG00000203801	
HGNC:20168	LINC00226	long intergenic non-protein coding RNA 226	338004	ENSG00000276210	
HGNC:13240	LINC00229	long intergenic non-protein coding RNA 229	414351	ENSG00000234300	
HGNC:14138	LINC00235	long intergenic non-protein coding RNA 235	64493	ENSG00000277142	
HGNC:38166	LINC00237	long intergenic non-protein coding RNA 237	105372556	ENSG00000225127	
HGNC:20119	LINC00239	long intergenic non-protein coding RNA 239	145200	ENSG00000258512	
